[ 2023-08-17 15:23:47,622 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-17 15:23:53,179 ] 16 root - INFO - File CV_Ahlem_Marzougui.pdf loaded successfully
[ 2023-08-17 15:23:53,179 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,296 ] 16 root - INFO - File CV_Ahmed_Amamou.pdf loaded successfully
[ 2023-08-17 15:23:53,296 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,381 ] 16 root - INFO - File CV_Ahmed_Dziri.pdf loaded successfully
[ 2023-08-17 15:23:53,381 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,761 ] 16 root - INFO - File CV_Ahmed_Farhat.pdf loaded successfully
[ 2023-08-17 15:23:53,761 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,845 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-17 15:23:53,845 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,903 ] 16 root - INFO - File CV_Amine_Ghedira.pdf loaded successfully
[ 2023-08-17 15:23:53,903 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,939 ] 16 root - INFO - File CV_Anwer_Boubaker.pdf loaded successfully
[ 2023-08-17 15:23:53,940 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:53,971 ] 16 root - INFO - File CV_Asma_Chakroun.pdf loaded successfully
[ 2023-08-17 15:23:53,971 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,020 ] 16 root - INFO - File CV_Aya_Benjazia.pdf loaded successfully
[ 2023-08-17 15:23:54,020 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,083 ] 16 root - INFO - File CV_Aymen_Ghnia.pdf loaded successfully
[ 2023-08-17 15:23:54,083 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,117 ] 16 root - INFO - File CV_Ayoub_Ben_Latifa.pdf loaded successfully
[ 2023-08-17 15:23:54,117 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,171 ] 16 root - INFO - File CV_Ben_Chaaben_Yassin.pdf loaded successfully
[ 2023-08-17 15:23:54,171 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,477 ] 16 root - INFO - File CV_Chedy_Sakly.pdf loaded successfully
[ 2023-08-17 15:23:54,478 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,533 ] 16 root - INFO - File CV_Donia_Chaouch.pdf loaded successfully
[ 2023-08-17 15:23:54,533 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,587 ] 16 root - INFO - File CV_Eya_Rejeb.pdf loaded successfully
[ 2023-08-17 15:23:54,587 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,626 ] 16 root - INFO - File CV_EYA_Sekma.pdf loaded successfully
[ 2023-08-17 15:23:54,626 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,656 ] 16 root - INFO - File CV_Fadi_Zaafrane.pdf loaded successfully
[ 2023-08-17 15:23:54,656 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,691 ] 16 root - INFO - File CV_Fatma_Bouzgarrou.pdf loaded successfully
[ 2023-08-17 15:23:54,691 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,730 ] 16 root - INFO - File CV_Hana_Zrafi.pdf loaded successfully
[ 2023-08-17 15:23:54,730 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,758 ] 16 root - INFO - File CV_Houssem_Hassani.pdf loaded successfully
[ 2023-08-17 15:23:54,758 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,809 ] 16 root - INFO - File CV_Houssem_Kraiem.pdf loaded successfully
[ 2023-08-17 15:23:54,809 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,859 ] 16 root - INFO - File CV_Ibrahim_Youssef.pdf loaded successfully
[ 2023-08-17 15:23:54,859 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:23:54,905 ] 16 root - INFO - File CV_Ibtihel_Khdhaouria.pdf loaded successfully
