[ 2023-08-23 11:10:21,984 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-23 11:10:27,848 ] 16 root - INFO - File computer_vision.pdf loaded successfully
[ 2023-08-23 11:10:27,848 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 11:10:28,011 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-23 11:10:28,011 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 11:10:28,130 ] 16 root - INFO - File data_cv_test1.pdf loaded successfully
[ 2023-08-23 11:10:28,131 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 11:10:28,475 ] 16 root - INFO - File laravel.pdf loaded successfully
[ 2023-08-23 11:10:28,475 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 11:10:28,663 ] 16 root - INFO - File react_native.pdf loaded successfully
[ 2023-08-23 11:10:28,663 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 11:10:28,768 ] 16 root - INFO - File react_native2.pdf loaded successfully
[ 2023-08-23 11:10:28,768 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 11:10:28,908 ] 16 root - INFO - File react_native4.pdf loaded successfully
[ 2023-08-23 11:10:28,908 ] 24 root - INFO - Files transformed succesfully
