[ 2023-08-23 12:12:45,743 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-23 12:12:51,308 ] 16 root - INFO - File computer_vision.pdf loaded successfully
[ 2023-08-23 12:12:51,309 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:12:51,422 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-23 12:12:51,422 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:12:51,495 ] 16 root - INFO - File data_cv_test1.pdf loaded successfully
[ 2023-08-23 12:12:51,495 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:12:51,739 ] 16 root - INFO - File laravel.pdf loaded successfully
[ 2023-08-23 12:12:51,739 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:12:51,910 ] 16 root - INFO - File react_native.pdf loaded successfully
[ 2023-08-23 12:12:51,910 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:12:51,983 ] 16 root - INFO - File react_native2.pdf loaded successfully
[ 2023-08-23 12:12:51,983 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:12:52,053 ] 16 root - INFO - File react_native4.pdf loaded successfully
[ 2023-08-23 12:12:52,053 ] 24 root - INFO - Files transformed succesfully
