[ 2023-08-07 16:34:48,859 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-07 16:34:54,303 ] 14 root - INFO - File CV_Abdelaziz_Brahem.pdf loaded successfully
[ 2023-08-07 16:34:54,303 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,316 ] 33 root - ERROR - Error while reading the file: 'NoneType' object has no attribute 'lower'
[ 2023-08-07 16:34:54,316 ] 21 root - ERROR - Error while reading the file: local variable 'e' referenced before assignment
[ 2023-08-07 16:34:54,316 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,442 ] 14 root - INFO - File CV_Ahlem_Marzougui.pdf loaded successfully
[ 2023-08-07 16:34:54,442 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,529 ] 14 root - INFO - File CV_Ahmed_Amamou.pdf loaded successfully
[ 2023-08-07 16:34:54,529 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,576 ] 14 root - INFO - File CV_Ahmed_Dziri.pdf loaded successfully
[ 2023-08-07 16:34:54,576 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,811 ] 14 root - INFO - File CV_Ahmed_Farhat.pdf loaded successfully
[ 2023-08-07 16:34:54,811 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,859 ] 14 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-07 16:34:54,859 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,905 ] 14 root - INFO - File CV_Amine_Ghedira.pdf loaded successfully
[ 2023-08-07 16:34:54,905 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,952 ] 14 root - INFO - File CV_Anwer_Boubaker.pdf loaded successfully
[ 2023-08-07 16:34:54,952 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:54,993 ] 14 root - INFO - File CV_Asma_Chakroun.pdf loaded successfully
[ 2023-08-07 16:34:54,993 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:55,028 ] 14 root - INFO - File CV_Aya_Benjazia.pdf loaded successfully
[ 2023-08-07 16:34:55,028 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:55,075 ] 14 root - INFO - File CV_Aymen_Ghnia.pdf loaded successfully
[ 2023-08-07 16:34:55,075 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:55,091 ] 14 root - INFO - File CV_Ayoub_Ben_Latifa.pdf loaded successfully
[ 2023-08-07 16:34:55,091 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:55,138 ] 14 root - INFO - File CV_Ben_Chaaben_Yassin.pdf loaded successfully
[ 2023-08-07 16:34:55,138 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:34:55,334 ] 14 root - INFO - File CV_Chedy_Sakly.pdf loaded successfully
