[ 2023-08-30 16:02:45,930 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-30 16:02:51,398 ] 16 root - INFO - File CV_Ahlem_Marzougui.pdf loaded successfully
[ 2023-08-30 16:02:51,398 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:51,465 ] 16 root - INFO - File CV_Ahmed_Amamou.pdf loaded successfully
[ 2023-08-30 16:02:51,466 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:51,547 ] 16 root - INFO - File CV_Ahmed_Dziri.pdf loaded successfully
[ 2023-08-30 16:02:51,547 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:51,848 ] 16 root - INFO - File CV_Ahmed_Farhat.pdf loaded successfully
[ 2023-08-30 16:02:51,848 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:51,928 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-30 16:02:51,928 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:51,967 ] 16 root - INFO - File CV_Amine_Ghedira.pdf loaded successfully
[ 2023-08-30 16:02:51,967 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,029 ] 16 root - INFO - File CV_Anwer_Boubaker.pdf loaded successfully
[ 2023-08-30 16:02:52,029 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,068 ] 16 root - INFO - File CV_Asma_Chakroun.pdf loaded successfully
[ 2023-08-30 16:02:52,068 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,113 ] 16 root - INFO - File CV_Aya_Benjazia.pdf loaded successfully
[ 2023-08-30 16:02:52,113 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,168 ] 16 root - INFO - File CV_Aymen_Ghnia.pdf loaded successfully
[ 2023-08-30 16:02:52,168 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,190 ] 16 root - INFO - File CV_Ayoub_Ben_Latifa.pdf loaded successfully
[ 2023-08-30 16:02:52,190 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,243 ] 16 root - INFO - File CV_Ben_Chaaben_Yassin.pdf loaded successfully
[ 2023-08-30 16:02:52,243 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,442 ] 16 root - INFO - File CV_Chedy_Sakly.pdf loaded successfully
[ 2023-08-30 16:02:52,442 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,501 ] 16 root - INFO - File CV_Donia_Chaouch.pdf loaded successfully
[ 2023-08-30 16:02:52,501 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,564 ] 16 root - INFO - File CV_Eya_Rejeb.pdf loaded successfully
[ 2023-08-30 16:02:52,564 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,582 ] 16 root - INFO - File CV_EYA_Sekma.pdf loaded successfully
[ 2023-08-30 16:02:52,582 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,621 ] 16 root - INFO - File CV_Fadi_Zaafrane.pdf loaded successfully
[ 2023-08-30 16:02:52,621 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,644 ] 16 root - INFO - File CV_Fatma_Bouzgarrou.pdf loaded successfully
[ 2023-08-30 16:02:52,644 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,683 ] 16 root - INFO - File CV_Hana_Zrafi.pdf loaded successfully
[ 2023-08-30 16:02:52,683 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,706 ] 16 root - INFO - File CV_Houssem_Hassani.pdf loaded successfully
[ 2023-08-30 16:02:52,706 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,757 ] 16 root - INFO - File CV_Houssem_Kraiem.pdf loaded successfully
[ 2023-08-30 16:02:52,757 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-30 16:02:52,811 ] 16 root - INFO - File CV_Ibrahim_Youssef.pdf loaded successfully
[ 2023-08-30 16:02:52,811 ] 24 root - INFO - Files transformed succesfully
