[ 2023-08-23 12:08:54,819 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-23 12:09:00,430 ] 16 root - INFO - File computer_vision.pdf loaded successfully
[ 2023-08-23 12:09:00,431 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:09:00,551 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-23 12:09:00,551 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:09:00,614 ] 16 root - INFO - File data_cv_test1.pdf loaded successfully
[ 2023-08-23 12:09:00,614 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:09:00,824 ] 16 root - INFO - File laravel.pdf loaded successfully
[ 2023-08-23 12:09:00,824 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:09:00,943 ] 16 root - INFO - File react_native.pdf loaded successfully
[ 2023-08-23 12:09:00,944 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:09:01,025 ] 16 root - INFO - File react_native2.pdf loaded successfully
[ 2023-08-23 12:09:01,025 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:09:01,097 ] 16 root - INFO - File react_native4.pdf loaded successfully
[ 2023-08-23 12:09:01,097 ] 24 root - INFO - Files transformed succesfully
