[ 2023-08-23 12:25:12,972 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-23 12:25:18,807 ] 16 root - INFO - File computer_vision.pdf loaded successfully
[ 2023-08-23 12:25:18,807 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:25:18,917 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-23 12:25:18,917 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:25:18,991 ] 16 root - INFO - File data_cv_test1.pdf loaded successfully
[ 2023-08-23 12:25:18,991 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:25:19,201 ] 16 root - INFO - File laravel.pdf loaded successfully
[ 2023-08-23 12:25:19,201 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:25:19,331 ] 16 root - INFO - File react_native.pdf loaded successfully
[ 2023-08-23 12:25:19,331 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:25:19,380 ] 16 root - INFO - File react_native2.pdf loaded successfully
[ 2023-08-23 12:25:19,380 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 12:25:19,429 ] 16 root - INFO - File react_native4.pdf loaded successfully
[ 2023-08-23 12:25:19,429 ] 24 root - INFO - Files transformed succesfully
