[ 2023-08-07 16:32:16,581 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-07 16:32:22,074 ] 14 root - INFO - File CV_Abdelaziz_Brahem.pdf loaded successfully
[ 2023-08-07 16:32:22,074 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,108 ] 33 root - ERROR - Error while reading the file: 'NoneType' object has no attribute 'lower'
[ 2023-08-07 16:32:22,108 ] 21 root - ERROR - Error while reading the file: local variable 'e' referenced before assignment
[ 2023-08-07 16:32:22,108 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,217 ] 14 root - INFO - File CV_Ahlem_Marzougui.pdf loaded successfully
[ 2023-08-07 16:32:22,217 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,284 ] 14 root - INFO - File CV_Ahmed_Amamou.pdf loaded successfully
[ 2023-08-07 16:32:22,284 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,343 ] 14 root - INFO - File CV_Ahmed_Dziri.pdf loaded successfully
[ 2023-08-07 16:32:22,343 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,611 ] 14 root - INFO - File CV_Ahmed_Farhat.pdf loaded successfully
[ 2023-08-07 16:32:22,611 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,676 ] 14 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-07 16:32:22,676 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,697 ] 14 root - INFO - File CV_Amine_Ghedira.pdf loaded successfully
[ 2023-08-07 16:32:22,697 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,753 ] 14 root - INFO - File CV_Anwer_Boubaker.pdf loaded successfully
[ 2023-08-07 16:32:22,753 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,784 ] 14 root - INFO - File CV_Asma_Chakroun.pdf loaded successfully
[ 2023-08-07 16:32:22,784 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,831 ] 14 root - INFO - File CV_Aya_Benjazia.pdf loaded successfully
[ 2023-08-07 16:32:22,831 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,881 ] 14 root - INFO - File CV_Aymen_Ghnia.pdf loaded successfully
[ 2023-08-07 16:32:22,881 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,905 ] 14 root - INFO - File CV_Ayoub_Ben_Latifa.pdf loaded successfully
[ 2023-08-07 16:32:22,905 ] 22 root - INFO - Files transformed succesfully
[ 2023-08-07 16:32:22,939 ] 14 root - INFO - File CV_Ben_Chaaben_Yassin.pdf loaded successfully
[ 2023-08-07 16:32:22,939 ] 22 root - INFO - Files transformed succesfully
