[ 2023-08-23 14:44:43,737 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-23 14:44:49,204 ] 16 root - INFO - File computer_vision.pdf loaded successfully
[ 2023-08-23 14:44:49,204 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 14:44:49,297 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-23 14:44:49,298 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 14:44:49,372 ] 16 root - INFO - File data_cv_test1.pdf loaded successfully
[ 2023-08-23 14:44:49,372 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 14:44:49,567 ] 16 root - INFO - File laravel.pdf loaded successfully
[ 2023-08-23 14:44:49,567 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 14:44:49,702 ] 16 root - INFO - File react_native.pdf loaded successfully
[ 2023-08-23 14:44:49,702 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 14:44:49,778 ] 16 root - INFO - File react_native2.pdf loaded successfully
[ 2023-08-23 14:44:49,778 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-23 14:44:49,829 ] 16 root - INFO - File react_native4.pdf loaded successfully
[ 2023-08-23 14:44:49,829 ] 24 root - INFO - Files transformed succesfully
