[ 2023-08-17 15:33:02,575 ] 695 tika.tika - WARNING - Failed to see startup log message; retrying...
[ 2023-08-17 15:33:08,059 ] 16 root - INFO - File CV_Ahlem_Marzougui.pdf loaded successfully
[ 2023-08-17 15:33:08,059 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,146 ] 16 root - INFO - File CV_Ahmed_Amamou.pdf loaded successfully
[ 2023-08-17 15:33:08,146 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,211 ] 16 root - INFO - File CV_Ahmed_Dziri.pdf loaded successfully
[ 2023-08-17 15:33:08,211 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,580 ] 16 root - INFO - File CV_Ahmed_Farhat.pdf loaded successfully
[ 2023-08-17 15:33:08,580 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,643 ] 16 root - INFO - File CV_Amine_Gafsi.pdf loaded successfully
[ 2023-08-17 15:33:08,643 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,687 ] 16 root - INFO - File CV_Amine_Ghedira.pdf loaded successfully
[ 2023-08-17 15:33:08,687 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,740 ] 16 root - INFO - File CV_Anwer_Boubaker.pdf loaded successfully
[ 2023-08-17 15:33:08,740 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,786 ] 16 root - INFO - File CV_Asma_Chakroun.pdf loaded successfully
[ 2023-08-17 15:33:08,786 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,831 ] 16 root - INFO - File CV_Aya_Benjazia.pdf loaded successfully
[ 2023-08-17 15:33:08,832 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,893 ] 16 root - INFO - File CV_Aymen_Ghnia.pdf loaded successfully
[ 2023-08-17 15:33:08,893 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,921 ] 16 root - INFO - File CV_Ayoub_Ben_Latifa.pdf loaded successfully
[ 2023-08-17 15:33:08,921 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:08,984 ] 16 root - INFO - File CV_Ben_Chaaben_Yassin.pdf loaded successfully
[ 2023-08-17 15:33:08,984 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,173 ] 16 root - INFO - File CV_Chedy_Sakly.pdf loaded successfully
[ 2023-08-17 15:33:09,173 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,233 ] 16 root - INFO - File CV_Donia_Chaouch.pdf loaded successfully
[ 2023-08-17 15:33:09,233 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,286 ] 16 root - INFO - File CV_Eya_Rejeb.pdf loaded successfully
[ 2023-08-17 15:33:09,286 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,325 ] 16 root - INFO - File CV_EYA_Sekma.pdf loaded successfully
[ 2023-08-17 15:33:09,325 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,360 ] 16 root - INFO - File CV_Fadi_Zaafrane.pdf loaded successfully
[ 2023-08-17 15:33:09,360 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,382 ] 16 root - INFO - File CV_Fatma_Bouzgarrou.pdf loaded successfully
[ 2023-08-17 15:33:09,382 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,423 ] 16 root - INFO - File CV_Hana_Zrafi.pdf loaded successfully
[ 2023-08-17 15:33:09,423 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,476 ] 16 root - INFO - File CV_Houssem_Hassani.pdf loaded successfully
[ 2023-08-17 15:33:09,476 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,521 ] 16 root - INFO - File CV_Houssem_Kraiem.pdf loaded successfully
[ 2023-08-17 15:33:09,521 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,588 ] 16 root - INFO - File CV_Ibrahim_Youssef.pdf loaded successfully
[ 2023-08-17 15:33:09,588 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,646 ] 16 root - INFO - File CV_Ibtihel_Khdhaouria.pdf loaded successfully
[ 2023-08-17 15:33:09,646 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,689 ] 16 root - INFO - File CV_Iheb_Alouane.pdf loaded successfully
[ 2023-08-17 15:33:09,689 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,705 ] 16 root - INFO - File CV_Isra_Dakhlaoui.pdf loaded successfully
[ 2023-08-17 15:33:09,705 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,753 ] 16 root - INFO - File CV_Khaled_Chtioui.pdf loaded successfully
[ 2023-08-17 15:33:09,753 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,804 ] 16 root - INFO - File CV_khawla_belkacem.pdf loaded successfully
[ 2023-08-17 15:33:09,804 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,835 ] 16 root - INFO - File CV_Lina_Ounaies.pdf loaded successfully
[ 2023-08-17 15:33:09,835 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,863 ] 35 root - ERROR - Error while reading the file: 'NoneType' object has no attribute 'lower'
[ 2023-08-17 15:33:09,863 ] 23 root - ERROR - Error while reading the file: cannot access local variable 'e' where it is not associated with a value
[ 2023-08-17 15:33:09,863 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,915 ] 16 root - INFO - File CV_Med_Houssem_Beltifa.pdf loaded successfully
[ 2023-08-17 15:33:09,915 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,954 ] 16 root - INFO - File CV_Med_Neji_Benzarti.pdf loaded successfully
[ 2023-08-17 15:33:09,954 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:09,967 ] 16 root - INFO - File CV_Med_Nour_Chouchene.pdf loaded successfully
[ 2023-08-17 15:33:09,968 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,002 ] 16 root - INFO - File CV_Med_Oussema_Zaier.pdf loaded successfully
[ 2023-08-17 15:33:10,002 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,045 ] 16 root - INFO - File CV_Mejdi_Belhadj_Youssef.pdf loaded successfully
[ 2023-08-17 15:33:10,045 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,074 ] 16 root - INFO - File CV_Mihed_Hassine.pdf loaded successfully
[ 2023-08-17 15:33:10,074 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,102 ] 35 root - ERROR - Error while reading the file: 'NoneType' object has no attribute 'lower'
[ 2023-08-17 15:33:10,103 ] 23 root - ERROR - Error while reading the file: cannot access local variable 'e' where it is not associated with a value
[ 2023-08-17 15:33:10,103 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,157 ] 16 root - INFO - File CV_Mohamed_Fawzi_Stambouli.pdf loaded successfully
[ 2023-08-17 15:33:10,157 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,177 ] 35 root - ERROR - Error while reading the file: 'NoneType' object has no attribute 'lower'
[ 2023-08-17 15:33:10,178 ] 23 root - ERROR - Error while reading the file: cannot access local variable 'e' where it is not associated with a value
[ 2023-08-17 15:33:10,178 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,214 ] 16 root - INFO - File CV_Nour_Mabrouk.pdf loaded successfully
[ 2023-08-17 15:33:10,215 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,260 ] 16 root - INFO - File CV_Ons_Ben_Hadj_Sghaier.pdf loaded successfully
[ 2023-08-17 15:33:10,260 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,278 ] 16 root - INFO - File CV_Oumaima_Ben_Saad.pdf loaded successfully
[ 2023-08-17 15:33:10,278 ] 24 root - INFO - Files transformed succesfully
[ 2023-08-17 15:33:10,291 ] 16 root - INFO - File CV_Oumeima_Zaddem.pdf loaded successfully
[ 2023-08-17 15:33:10,291 ] 24 root - INFO - Files transformed succesfully
